offset,angle,displacement
0.1, 0.0, 449.999956
14.371428571428572, 0.0, 449.080408
28.642857142857146, 0.0, 446.327446
42.91428571428572, 0.0, 441.679793
57.18571428571429, 0.0, 435.026480
71.45714285714286, 0.0, 426.189904
85.72857142857143, 0.0, 414.892587
100.0, 0.0, 400.687874
0.1, 0.05263157894736842, 449.999950
14.371428571428572, 0.05263157894736842, 448.971385
28.642857142857146, 0.05263157894736842, 445.890523
42.91428571428572, 0.05263157894736842, 440.683950
57.18571428571429, 0.05263157894736842, 433.218070
71.45714285714286, 0.05263157894736842, 423.277350
85.72857142857143, 0.05263157894736842, 410.520787
100.0, 0.05263157894736842, 394.388324
0.1, 0.10526315789473684, 449.999945
14.371428571428572, 0.10526315789473684, 448.862334
28.642857142857146, 0.10526315789473684, 445.453168
42.91428571428572, 0.10526315789473684, 439.685817
57.18571428571429, 0.10526315789473684, 431.401862
71.45714285714286, 0.10526315789473684, 420.343618
85.72857142857143, 0.10526315789473684, 406.098036
100.0, 0.10526315789473684, 387.972249
0.1, 0.15789473684210525, 449.999940
14.371428571428572, 0.15789473684210525, 448.753257
28.642857142857146, 0.15789473684210525, 445.015381
42.91428571428572, 0.15789473684210525, 438.685379
57.18571428571429, 0.15789473684210525, 429.577756
71.45714285714286, 0.15789473684210525, 417.388230
85.72857142857143, 0.15789473684210525, 401.622454
100.0, 0.15789473684210525, 381.432540
0.1, 0.21052631578947367, 449.999935
14.371428571428572, 0.21052631578947367, 448.644154
28.642857142857146, 0.21052631578947367, 444.577160
42.91428571428572, 0.21052631578947367, 437.682620
57.18571428571429, 0.21052631578947367, 427.745646
71.45714285714286, 0.21052631578947367, 414.410692
85.72857142857143, 0.21052631578947367, 397.092043
100.0, 0.21052631578947367, 374.761301
0.1, 0.2631578947368421, 449.999929
14.371428571428572, 0.2631578947368421, 448.535023
28.642857142857146, 0.2631578947368421, 444.138504
42.91428571428572, 0.2631578947368421, 436.677524
57.18571428571429, 0.2631578947368421, 425.905424
71.45714285714286, 0.2631578947368421, 411.410491
85.72857142857143, 0.2631578947368421, 392.504669
100.0, 0.2631578947368421, 367.949724
0.1, 0.3157894736842105, 449.999924
14.371428571428572, 0.3157894736842105, 448.425867
28.642857142857146, 0.3157894736842105, 443.699411
42.91428571428572, 0.3157894736842105, 435.670074
57.18571428571429, 0.3157894736842105, 424.056981
71.45714285714286, 0.3157894736842105, 408.387092
85.72857142857143, 0.3157894736842105, 387.858055
100.0, 0.3157894736842105, 360.987918
0.1, 0.3684210526315789, 449.999919
14.371428571428572, 0.3684210526315789, 448.316683
28.642857142857146, 0.3684210526315789, 443.259881
42.91428571428572, 0.3684210526315789, 434.660253
57.18571428571429, 0.3684210526315789, 422.200206
71.45714285714286, 0.3684210526315789, 405.339939
85.72857142857143, 0.3684210526315789, 383.149764
100.0, 0.3684210526315789, 353.864720
0.1, 0.42105263157894735, 449.999913
14.371428571428572, 0.42105263157894735, 448.207473
28.642857142857146, 0.42105263157894735, 442.819911
42.91428571428572, 0.42105263157894735, 433.648045
57.18571428571429, 0.42105263157894735, 420.334982
71.45714285714286, 0.42105263157894735, 402.268453
85.72857142857143, 0.42105263157894735, 378.377186
100.0, 0.42105263157894735, 346.567430
0.1, 0.47368421052631576, 449.999908
14.371428571428572, 0.47368421052631576, 448.098237
28.642857142857146, 0.47368421052631576, 442.379502
42.91428571428572, 0.47368421052631576, 432.633432
57.18571428571429, 0.47368421052631576, 418.461194
71.45714285714286, 0.47368421052631576, 399.172031
85.72857142857143, 0.47368421052631576, 373.537511
100.0, 0.47368421052631576, 339.081499
0.1, 0.5263157894736842, 449.999903
14.371428571428572, 0.5263157894736842, 447.988973
28.642857142857146, 0.5263157894736842, 441.938650
42.91428571428572, 0.5263157894736842, 431.616398
57.18571428571429, 0.5263157894736842, 416.578720
71.45714285714286, 0.5263157894736842, 396.050045
85.72857142857143, 0.5263157894736842, 368.627720
100.0, 0.5263157894736842, 331.390101
0.1, 0.5789473684210527, 449.999898
14.371428571428572, 0.5789473684210527, 447.879683
28.642857142857146, 0.5789473684210527, 441.497356
42.91428571428572, 0.5789473684210527, 430.596924
57.18571428571429, 0.5789473684210527, 414.687438
71.45714285714286, 0.5789473684210527, 392.901840
85.72857142857143, 0.5789473684210527, 363.644548
100.0, 0.5789473684210527, 323.473583
0.1, 0.631578947368421, 449.999892
14.371428571428572, 0.631578947368421, 447.770367
28.642857142857146, 0.631578947368421, 441.055617
42.91428571428572, 0.631578947368421, 429.574993
57.18571428571429, 0.631578947368421, 412.787222
71.45714285714286, 0.631578947368421, 389.726730
85.72857142857143, 0.631578947368421, 358.584467
100.0, 0.631578947368421, 315.308721
0.1, 0.6842105263157894, 449.999887
14.371428571428572, 0.6842105263157894, 447.661023
28.642857142857146, 0.6842105263157894, 440.613432
42.91428571428572, 0.6842105263157894, 428.550587
57.18571428571429, 0.6842105263157894, 410.877942
71.45714285714286, 0.6842105263157894, 386.524001
85.72857142857143, 0.6842105263157894, 353.443645
100.0, 0.6842105263157894, 306.867689
0.1, 0.7368421052631579, 449.999882
14.371428571428572, 0.7368421052631579, 447.551653
28.642857142857146, 0.7368421052631579, 440.170801
42.91428571428572, 0.7368421052631579, 427.523688
57.18571428571429, 0.7368421052631579, 408.959468
71.45714285714286, 0.7368421052631579, 383.292904
85.72857142857143, 0.7368421052631579, 348.217913
100.0, 0.7368421052631579, 298.116609
0.1, 0.7894736842105263, 449.999877
14.371428571428572, 0.7894736842105263, 447.442256
28.642857142857146, 0.7894736842105263, 439.727721
