ang,disp
0.10301803607214428, 15.437791
0.10349699398797595, 15.507820
0.10397595190380761, 15.577823
0.10445490981963927, 15.647800
0.10493386773547093, 15.717752
0.1054128256513026, 15.787679
0.10589178356713426, 15.857579
0.10637074148296592, 15.927453
0.10684969939879758, 15.997302
0.10732865731462925, 16.067124
0.10780761523046091, 16.136920
0.10828657314629257, 16.206689
0.10876553106212423, 16.276431
0.1092444889779559, 16.346147
0.10972344689378757, 16.415836
0.11020240480961924, 16.485497
0.1106813627254509, 16.555131
0.11116032064128256, 16.624738
0.11163927855711422, 16.694317
0.11211823647294589, 16.763869
0.11259719438877755, 16.833393
0.11307615230460921, 16.902888
0.11355511022044087, 16.972356
0.11403406813627254, 17.041795
0.1145130260521042, 17.111206
0.11499198396793586, 17.180588
0.11547094188376752, 17.249941
0.11594989979959919, 17.319266
0.11642885771543085, 17.388561
0.11690781563126251, 17.457828
0.11738677354709418, 17.527065
0.11786573146292584, 17.596272
0.1183446893787575, 17.665450
0.11882364729458916, 17.734598
0.11930260521042084, 17.803716
0.1197815631262525, 17.872804
0.12026052104208416, 17.941861
0.12073947895791583, 18.010888
0.12121843687374749, 18.079885
0.12169739478957915, 18.148851
0.12217635270541082, 18.217786
0.12265531062124248, 18.286690
0.12313426853707414, 18.355563
0.1236132264529058, 18.424404
0.12409218436873747, 18.493214
0.12457114228456913, 18.561992
0.12505010020040078, 18.630739
0.12552905811623244, 18.699453
0.12600801603206413, 18.768136
0.1264869739478958, 18.836786
0.12696593186372745, 18.905403
0.12744488977955912, 18.973988
0.12792384769539078, 19.042540
0.12840280561122244, 19.111059
0.1288817635270541, 19.179545
0.12936072144288577, 19.247998
0.12983967935871743, 19.316418
0.1303186372745491, 19.384803
0.13079759519038076, 19.453155
0.13127655310621242, 19.521474
0.13175551102204408, 19.589758
0.13223446893787574, 19.658007
0.1327134268537074, 19.726223
0.13319238476953907, 19.794403
0.13367134268537073, 19.862549
0.1341503006012024, 19.930660
0.13462925851703406, 19.998736
0.13510821643286572, 20.066777
0.13558717434869738, 20.134782
0.13606613226452904, 20.202752
0.1365450901803607, 20.270686
0.13702404809619237, 20.338584
0.13750300601202403, 20.406446
0.1379819639278557, 20.474271
0.13846092184368736, 20.542060
0.13893987975951902, 20.609813
0.13941883767535068, 20.677528
0.13989779559118234, 20.745207
0.140376753507014, 20.812849
0.14085571142284567, 20.880453
0.14133466933867733, 20.948019
0.141813627254509, 21.015548
0.14229258517034066, 21.083040
0.14277154308617235, 21.150493
0.143250501002004, 21.217908
0.14372945891783567, 21.285284
0.14420841683366734, 21.352622
0.144687374749499, 21.419921
0.14516633266533066, 21.487181
0.14564529058116232, 21.554403
0.14612424849699399, 21.621584
0.14660320641282565, 21.688727
0.1470821643286573, 21.755829
0.14756112224448897, 21.822892
0.14804008016032064, 21.889915
0.1485190380761523, 21.956898
0.14899799599198396, 22.023840
0.14947695390781562, 22.090741
0.1499559118236473, 22.157602
0.15043486973947895, 22.224422
0.1509138276553106, 22.291201
0.15139278557114227, 22.357938
0.15187174348697394, 22.424634
0.1523507014028056, 22.491288
0.15282965931863726, 22.557900
0.15330861723446892, 22.624470
0.1537875751503006, 22.690998
0.15426653306613225, 22.757483
0.1547454909819639, 22.823925
0.15522444889779557, 22.890325
0.15570340681362724, 22.956682
0.1561823647294589, 23.022995
0.15666132264529056, 23.089265
0.15714028056112223, 23.155491
0.1576192384769539, 23.221673
0.15809819639278555, 23.287811
0.1585771543086172, 23.353905
0.15905611222444888, 23.419955
0.15953507014028054, 23.485960
0.1600140280561122, 23.551920
0.16049298597194386, 23.617834
0.16097194388777553, 23.683704
0.16145090180360722, 23.749528
0.16192985971943888, 23.815306
0.16240881763527054, 23.881039
0.1628877755511022, 23.946725
0.16336673346693387, 24.012366
0.16384569138276553, 24.077959
0.1643246492985972, 24.143506
0.16480360721442885, 24.209006
0.16528256513026052, 24.274459
0.16576152304609218, 24.339864
0.16624048096192384, 24.405222
0.1667194388777555, 24.470532
0.16719839679358717, 24.535794
0.16767735470941883, 24.601008
0.1681563126252505, 24.666173
0.16863527054108216, 24.731290
0.16911422845691382, 24.796358
0.16959318637274548, 24.861377
0.17007214428857714, 24.926346
0.1705511022044088, 24.991266
0.17103006012024047, 25.056137
0.17150901803607213, 25.120957
0.1719879759519038, 25.185727
0.17246693386773546, 25.250447
0.17294589178356712, 25.315116
0.17342484969939878, 25.379734
0.17390380761523044, 25.444301
0.1743827655310621, 25.508817
0.17486172344689377, 25.573282
0.17534068136272543, 25.637694
0.1758196392785571, 25.702055
0.17629859719438876, 25.766363
0.17677755511022042, 25.830619
0.17725651302605208, 25.894822
0.17773547094188374, 25.958972
0.1782144288577154, 26.023069
0.17869338677354707, 26.087113
0.17917234468937873, 26.151103
0.1796513026052104, 26.215039
0.18013026052104206, 26.278921
0.18060921843687375, 26.342749
0.1810881763527054, 26.406522
0.18156713426853707, 26.470240
0.18204609218436874, 26.533903
0.1825250501002004, 26.597511
0.18300400801603206, 26.661063
0.18348296593186372, 26.724560
0.18396192384769539, 26.788000
0.18444088176352705, 26.851384
0.1849198396793587, 26.914712
0.18539879759519037, 26.977983
0.18587775551102204, 27.041196
0.1863567134268537, 27.104353
0.18683567134268536, 27.167452
0.18731462925851702, 27.230493
0.1877935871743487, 27.293476
0.18827254509018035, 27.356400
0.188751503006012, 27.419266
0.18923046092184367, 27.482074
0.18970941883767534, 27.544822
0.190188376753507, 27.607510
0.19066733466933866, 27.670140
0.19114629258517032, 27.732709
0.191625250501002, 27.795218
0.19210420841683365, 27.857666
0.1925831663326653, 27.920054
0.19306212424849697, 27.982381
0.19354108216432864, 28.044647
0.1940200400801603, 28.106851
0.19449899799599196, 28.168994
0.19497795591182362, 28.231074
0.1954569138276553, 28.293093
0.19593587174348695, 28.355048
0.1964148296593186, 28.416941
0.19689378757515028, 28.478770
0.19737274549098194, 28.540537
0.1978517034068136, 28.602239
0.19833066132264526, 28.663877
0.19880961923847693, 28.725452
0.19928857715430862, 28.786961
0.19976753507014028, 28.848406
0.20024649298597194, 28.909786
0.2007254509018036, 28.971100
0.20120440881763527, 29.032348
0.20168336673346693, 29.093531
0.2021623246492986, 29.154647
0.20264128256513025, 29.215697
0.20312024048096192, 29.276679
0.20359919839679358, 29.337595
0.20407815631262524, 29.398443
0.2045571142284569, 29.459224
0.20503607214428857, 29.519936
0.20551503006012023, 29.580580
0.2059939879759519, 29.641155
0.20647294589178355, 29.701661
0.20695190380761522, 29.762098
0.20743086172344688, 29.822465
0.20790981963927854, 29.882763
0.2083887775551102, 29.942990
0.20886773547094187, 30.003147
0.20934669338677353, 30.063233
0.2098256513026052, 30.123247
0.21030460921843686, 30.183190
0.21078356713426852, 30.243062
0.21126252505010018, 30.302861
0.21174148296593184, 30.362588
0.2122204408817635, 30.422242
0.21269939879759517, 30.481823
0.21317835671342683, 30.541330
0.2136573146292585, 30.600764
0.21413627254509016, 30.660124
0.21461523046092182, 30.719409
0.21509418837675348, 30.778620
0.21557314629258514, 30.837755
0.2160521042084168, 30.896815
0.21653106212424847, 30.955800
0.21701002004008013, 31.014708
0.2174889779559118, 31.073540
0.21796793587174348, 31.132295
0.21844689378757515, 31.190972
0.2189258517034068, 31.249573
0.21940480961923847, 31.308095
0.21988376753507013, 31.366540
0.2203627254509018, 31.424906
0.22084168336673346, 31.483193
0.22132064128256512, 31.541401
0.22179959919839679, 31.599529
0.22227855711422845, 31.657577
0.2227575150300601, 31.715545
0.22323647294589177, 31.773432
0.22371543086172344, 31.831239
0.2241943887775551, 31.888963
0.22467334669338676, 31.946607
0.22515230460921842, 32.004167
0.22563126252505009, 32.061646
0.22611022044088175, 32.119041
0.2265891783567134, 32.176354
0.22706813627254507, 32.233582
0.22754709418837674, 32.290727
0.2280260521042084, 32.347787
0.22850501002004006, 32.404762
0.22898396793587172, 32.461652
0.2294629258517034, 32.518457
0.22994188376753505, 32.575175
0.2304208416833667, 32.631808
0.23089979959919837, 32.688353
0.23137875751503004, 32.744811
0.2318577154308617, 32.801182
0.23233667334669336, 32.857465
0.23281563126252502, 32.913659
0.2332945891783567, 32.969765
0.23377354709418835, 33.025781
0.23425250501002, 33.081708
0.23473146292585167, 33.137545
0.23521042084168334, 33.193292
0.235689378757515, 33.248947
0.23616833667334666, 33.304511
0.23664729458917833, 33.359984
0.23712625250501002, 33.415365
0.23760521042084168, 33.470653
0.23808416833667334, 33.525848
0.238563126252505, 33.580949
0.23904208416833667, 33.635957
0.23952104208416833, 33.690871
0.24, 33.745690
